date_time,song,artist,album,link,date_added
"2024-12-28T23:47:13.695Z","No Role Modelz","J. Cole","2014 Forest Hills Drive","https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr","2024-12-29T23:43:30.130Z"
"2024-12-28T23:50:12.056Z","Kpe Paso","Wande Coal|Olamide","Legend Or No Legend","https://open.spotify.com/track/1IdrHVSNvLJLu2WCqsmDcB","2024-12-29T23:43:30.130Z"
"2024-12-28T23:55:07.299Z","Streatham","Dave","PSYCHODRAMA","https://open.spotify.com/track/59PUOc7B0WCNNx8Nr4qaA4","2024-12-29T23:43:30.130Z"
"2024-12-29T00:53:00.031Z","Wavybone (feat. Juicy J & UGK)","A$AP Rocky|Juicy J|UGK","AT.LONG.LAST.A$AP","https://open.spotify.com/track/5cYZm4KeDKM8Pw8z5XRKJt","2024-12-29T23:43:30.130Z"
"2024-12-29T00:56:10.402Z","Detox","Skepta|BBK","Konnichiwa","https://open.spotify.com/track/71md8EbjkbsvLmDBRa9syJ","2024-12-29T23:43:30.130Z"
"2024-12-29T03:20:28.191Z","Drippin'","Young Thug","Slime Season 3","https://open.spotify.com/track/0f85bMoarvHbdIcfhDjSjN","2024-12-29T23:43:30.130Z"
"2024-12-29T03:25:25.285Z","Doomsday","MF DOOM|Pebbles The Invisible Girl","Operation: Doomsday (Complete)","https://open.spotify.com/track/7EQvdUJqZ2i7SWvSB2VqGA","2024-12-29T23:43:30.130Z"
"2024-12-29T03:29:49.160Z","Smooth Operator - Single Version","Sade","The Best of Sade","https://open.spotify.com/track/1Hv1VTm8zeOeybub15mA2R","2024-12-29T23:43:30.130Z"
"2024-12-29T03:32:35.161Z","Baby","Joeboy","Baby","https://open.spotify.com/track/0Yz6pPFinS7EKfaZRMY4uT","2024-12-29T23:43:30.130Z"
"2024-12-29T03:35:24.750Z","THAT'S THAT","MF DOOM","BORN LIKE THIS","https://open.spotify.com/track/2Vy16OMt19FH30uQNTFdLk","2024-12-29T23:43:30.130Z"
"2024-12-29T03:38:39.562Z","JA ARA E","Burna Boy","The Lion King: The Gift [Deluxe Edition]","https://open.spotify.com/track/3W7fs58MeWMZfAbW3vpobA","2024-12-29T23:43:30.130Z"
"2024-12-29T03:39:15.166Z","The Boondocks Main Title","Asheru","The Boondocks (Music from the Animated Series) [Bonus Edition]","https://open.spotify.com/track/4QZcPJBcfpz5vP9FoOcWvB","2024-12-29T23:43:30.130Z"
"2024-12-29T03:42:31.860Z","Ginger (feat. Burna Boy)","Wizkid|Burna Boy","Made In Lagos: Deluxe Edition","https://open.spotify.com/track/5TOoNqmK73ev73C5JiJ5yC","2024-12-29T23:43:30.130Z"
"2024-12-29T03:46:24.758Z","Good Stuff","Kelis|Terrar","Kaleidoscope","https://open.spotify.com/track/6E2K2I89maFIMR7Zqx57aE","2024-12-29T23:43:30.130Z"
"2024-12-29T03:49:54.860Z","Slip N Slide (feat. Skillibeng & Shenseea)","Wizkid|Skillibeng|Shenseea","More Love, Less Ego","https://open.spotify.com/track/1w5cQpiBrPmwcIgRrz1Jcc","2024-12-29T23:43:30.130Z"
"2024-12-29T03:54:15.889Z","Zealots","Fugees|Ms. Lauryn Hill|Wyclef Jean|Pras","The Score (Expanded Edition)","https://open.spotify.com/track/52PgJoRz30sRQGOGqXYKdX","2024-12-29T23:43:30.130Z"
"2024-12-29T15:26:05.387Z","Roll in Peace (feat. XXXTENTACION)","Kodak Black|XXXTENTACION","Project Baby 2: All Grown Up","https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI","2024-12-29T23:43:30.130Z"
"2024-12-29T15:28:24.077Z","Guilty (feat. the Real Tuesday Weld)","Claudia Brücken|The Real Tuesday Weld","L.A. Noire Official Soundtrack","https://open.spotify.com/track/0MxbCAr7jkIj7KMUZMmFgO","2024-12-29T23:43:30.130Z"
"2024-12-29T15:32:54.757Z","Nuestra Canción","Monsieur Periné|Vicente Garcia","Caja de Música","https://open.spotify.com/track/5reQI13tWWYDLMrGcUF4Mk","2024-12-29T23:43:30.130Z"
"2024-12-29T16:39:16.352Z","So Fresh, So Clean","Outkast","Stankonia","https://open.spotify.com/track/6glsMWIMIxQ4BedzLqGVi4","2024-12-29T23:43:30.130Z"
"2024-12-29T18:38:06.234Z","Something Stupid (From "Better Call Saul")","Lola Marsh","Something Stupid (From "Better Call Saul")","https://open.spotify.com/track/29EdNlJQqStWhNkSGpkuFQ","2024-12-29T23:43:30.130Z"
"2024-12-29T18:38:09.360Z","Codeine Dreaming (feat. Lil Wayne)","Kodak Black|Lil Wayne","Project Baby 2: All Grown Up (Deluxe Edition)","https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J","2024-12-29T23:43:30.130Z"
"2024-12-29T18:43:02.590Z","DEEP in my bag","Premo Rice","Portrait of the P","https://open.spotify.com/track/0f71iqxiqEWdWJiEBMBZ2i","2024-12-29T23:43:30.130Z"
"2024-12-29T18:46:36.576Z","Hell N Back","Bakar","Hell N Back (Sped Up)","https://open.spotify.com/track/0rVJ6v23RQozOIvr1YotJP","2024-12-29T23:43:30.130Z"
"2024-12-29T18:49:53.071Z","Who Am I","Beenie Man","Many Moods Of Moses","https://open.spotify.com/track/4PaV16f3DUo9QxbQMUzMKH","2024-12-29T23:43:30.130Z"
"2024-12-29T18:52:12.009Z","Unbothered","Ski Mask The Slump God","STOKELEY","https://open.spotify.com/track/5hwUsRKvnO5yThjVrxHQVt","2024-12-29T23:43:30.130Z"
"2024-12-29T18:56:40.669Z","BE YOUR GIRL - KAYTRANADA REMIX","Teedra Moses|KAYTRANADA","BE YOUR GIRL (KAYTRANADA REMIX)","https://open.spotify.com/track/3zp3Mq8krAb1067UL94zJq","2024-12-29T23:43:30.130Z"
"2024-12-29T19:01:39.091Z","Louie Bag (feat. Smino)","Yebba|Smino","Dawn","https://open.spotify.com/track/0PspnH1gJYzr1NGqYRK3IO","2024-12-29T23:43:30.130Z"
"2024-12-29T19:31:15.366Z","Money Folder","Madvillain|Madlib|MF DOOM","Madvillainy","https://open.spotify.com/track/7N1Z5IAGMEWXZcxfpFt87k","2024-12-29T23:43:30.130Z"
"2024-12-29T19:34:20.844Z","Money Folder","Madvillain|Madlib|MF DOOM","Madvillainy","https://open.spotify.com/track/7N1Z5IAGMEWXZcxfpFt87k","2024-12-29T23:43:30.130Z"
"2024-12-29T19:38:26.762Z","Papi Chulo","Octavian|Skepta","Papi Chulo","https://open.spotify.com/track/1S1bZVv8sqYY39S6KWchuk","2024-12-29T23:43:30.130Z"
"2024-12-29T19:40:20.784Z","PSA","Kay Flock","The D.O.A. Tape","https://open.spotify.com/track/6T5i0o62ZyfHRRHHihYJ1n","2024-12-29T23:43:30.130Z"
"2024-12-29T19:43:35.969Z","The Stellar Ray Theory","Mach-Hommy","Pray For Haiti","https://open.spotify.com/track/51Rs7xpi3HxrqvN1bI0i5w","2024-12-29T23:43:30.130Z"
"2024-12-29T22:55:09.830Z","223's (feat. 9lokknine)","YNW Melly|9lokknine","Melly vs. Melvin","https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T","2024-12-29T23:43:30.130Z"
"2024-12-29T22:57:40.277Z","Guilty (feat. the Real Tuesday Weld)","Claudia Brücken|The Real Tuesday Weld","L.A. Noire Official Soundtrack","https://open.spotify.com/track/0MxbCAr7jkIj7KMUZMmFgO","2024-12-29T23:43:30.130Z"
"2024-12-29T23:01:21.876Z","Macondo","Óscar Chávez","20 Éxitos","https://open.spotify.com/track/1OJJnuXdoaPG6jjWYhpenO","2024-12-29T23:43:30.130Z"
"2024-12-29T23:06:00.273Z","Beneath the Mask","Lyn","PERSONA5 ORIGINAL SOUNDTRACK","https://open.spotify.com/track/5XLXrm5JVMdOus1fWmTOFw","2024-12-29T23:43:30.130Z"
"2024-12-29T23:11:26.897Z","Prototype","Outkast","Speakerboxxx/The Love Below","https://open.spotify.com/track/1QJb6LWvPXZpTMiqqODqkH","2024-12-29T23:43:30.130Z"
"2024-12-29T23:15:05.176Z","Sweet Va Breeze","DRAM","Big Baby DRAM","https://open.spotify.com/track/1IHIpeccfPzZF0ckApah5B","2024-12-29T23:43:30.130Z"
"2024-12-29T23:17:46.097Z","telepatía","Kali Uchis","Sin Miedo (del Amor y Otros Demonios) ∞","https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B","2024-12-29T23:43:30.130Z"
"2024-12-29T23:21:57.170Z","Kiss of Life - Remastered","Sade","The Ultimate Collection","https://open.spotify.com/track/21VQMMzsYxMfi68aQQZiUt","2024-12-29T23:43:30.130Z"
"2024-12-29T23:24:15.887Z","Remember (Walkin' In The Sand) - The Oh No Song","The Shangri-Las","The Best Of The Shangri-Las","https://open.spotify.com/track/4DR1rowKc2WeuCQS7wyQBI","2024-12-29T23:43:30.130Z"
"2024-12-29T23:28:04.612Z","Paradise","Sade","The Best of Sade","https://open.spotify.com/track/4tReFKumS5bcFahdXDiM1b","2024-12-29T23:43:30.130Z"
"2024-12-29T23:31:44.154Z","Saudade Vem Correndo","Stan Getz|Luiz Bonfá|Maria Toledo","Jazz Samba Encore!","https://open.spotify.com/track/3QxAadrRx8aSEVd6Qzr8KF","2024-12-29T23:43:30.130Z"
"2024-12-29T23:34:42.707Z","Love Me JeJe","Tems","Love Me JeJe","https://open.spotify.com/track/47hsUYxvbTlBAN3sP9dEOd","2024-12-29T23:43:30.130Z"
"2024-12-29T23:41:57.745Z","Appletree","Erykah Badu","Baduizm","https://open.spotify.com/track/2jAn0rAOyLW6hIEuIDNcoT","2024-12-29T23:43:30.130Z"
"2024-12-29T23:46:07.044Z","Cosmic Dare (Pretty with a Pistol)","SEATBELTS","COWBOY BEBOP Tank! the! Best!","https://open.spotify.com/track/2fZW9QQeXbZfeCcAdMntV5","2024-12-30T00:01:26.359Z"
"2024-12-29T23:50:57.248Z","Window Seat","Erykah Badu","New Amerykah Part Two: Return Of The Ankh","https://open.spotify.com/track/74HYrIbnpc2xKCTenv5qKM","2024-12-30T00:01:26.359Z"
"2024-12-29T23:55:31.350Z","Englishman In New York","Sting","...Nothing Like The Sun","https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp","2024-12-30T00:01:26.359Z"
"2024-12-29T23:58:20.704Z","Darker Place","Rachel Chinouriri","Four° In Winter","https://open.spotify.com/track/7kTlyuaUciX2wQx7ogrd9w","2024-12-30T00:01:26.359Z"
"2024-12-30T00:01:03.192Z","One Step Ahead","Aretha Franklin","The Genesis of Aretha: 1960-1966","https://open.spotify.com/track/1L2v0m8OZthSoBHGpOwpV2","2024-12-30T00:01:26.359Z"
"2024-12-30T00:03:31.285Z","Respect","Aretha Franklin","I Never Loved a Man the Way I Love You","https://open.spotify.com/track/7s25THrKz86DM225dOYwnr","2024-12-30T00:06:30.550Z"
"2024-12-30T00:07:08.605Z","I Say a Little Prayer","Aretha Franklin","Aretha Now","https://open.spotify.com/track/3NfxSdJnVdon1axzloJgba","2024-12-30T00:08:27.362Z"
"2024-12-30T00:13:43.657Z","Day Dreaming","Aretha Franklin","Young, Gifted and Black","https://open.spotify.com/track/7L4G39PVgMfaeHRyi1ML7y","2024-12-30T00:14:10.800Z"
"2024-12-30T00:16:45.157Z","Bésame Mucho","Los Panchos","Historia De Un Amor","https://open.spotify.com/track/5lqY7EmoAu9rwV4hHxhEzB","2024-12-30T00:19:59.175Z"
"2024-12-30T00:19:22.312Z","I'd Rather Go Blind","Etta James","Tell Mama","https://open.spotify.com/track/1kPBT8S2wJFNAyBMnGVZgL","2024-12-30T00:19:59.175Z"
"2024-12-30T00:22:29.862Z","That's Life","Frank Sinatra","That's Life","https://open.spotify.com/track/4FmCUATNIarCQh72JYdvnm","2024-12-30T01:35:11.540Z"
"2024-12-30T00:26:16.513Z","On & On","Erykah Badu","Baduizm","https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI","2024-12-30T01:35:11.540Z"
"2024-12-30T00:30:48.965Z","Unshaken","D'Angelo","The Music of Red Dead Redemption 2 (Original Soundtrack)","https://open.spotify.com/track/3okk47CKOqAm1TXmVPzNYf","2024-12-30T01:35:11.540Z"
"2024-12-30T00:36:29.359Z","I Used to Love Him (feat. Mary J. Blige)","Ms. Lauryn Hill|Mary J. Blige","The Miseducation of Lauryn Hill","https://open.spotify.com/track/3IRdgbdqDcmJBIa6TY2mKX","2024-12-30T01:35:11.540Z"
"2024-12-30T00:40:49.907Z","Nuestra Canción","Monsieur Periné|Vicente Garcia","Caja de Música","https://open.spotify.com/track/5reQI13tWWYDLMrGcUF4Mk","2024-12-30T01:35:11.540Z"
"2024-12-30T00:44:28.193Z","Shadows of Ourselves","Thievery Corporation","Mirror Conspiracy","https://open.spotify.com/track/6Z1ezsoUv1yi8JHqL6bA69","2024-12-30T01:35:11.540Z"
"2024-12-30T01:00:39.759Z","Feel It","Young Thug","Beautiful Thugger Girls","https://open.spotify.com/track/2BAmF6QyK5IYEOp1TFmt0u","2024-12-30T01:35:11.540Z"
"2024-12-30T01:04:09.160Z","Daddy's Birthday","Young Thug","Beautiful Thugger Girls","https://open.spotify.com/track/347hgqCHnL4GfgVX5hZfNv","2024-12-30T01:35:11.540Z"
"2024-12-30T01:54:33.553Z","Faneto","Chief Keef","Back from the Dead 2","https://open.spotify.com/track/6fL8iaSdwmSTQiUv9K6L4h","2024-12-30T02:13:43.188Z"
"2024-12-30T01:58:01.217Z","Macondo","Óscar Chávez","20 Éxitos","https://open.spotify.com/track/1OJJnuXdoaPG6jjWYhpenO","2024-12-30T02:13:43.188Z"
"2024-12-30T17:24:03.567Z","Replay","Tems","If Orange Was A Place","https://open.spotify.com/track/2dFqK2ZkYB9Xc47gr3xXWl","2025-01-01T17:39:01.242Z"
"2024-12-30T17:29:28.904Z","Dumebi","Rema","Rema","https://open.spotify.com/track/0SjQBdIddPvKSWxr8vk6QX","2025-01-01T17:39:01.242Z"
"2024-12-30T18:15:39.584Z","Paradise","Sade","The Best of Sade","https://open.spotify.com/track/4tReFKumS5bcFahdXDiM1b","2025-01-01T17:39:01.242Z"
"2024-12-30T18:16:29.450Z","soso","Omah Lay","Boy Alone","https://open.spotify.com/track/1wADwLSkYhrSmy4vdy6BRn","2025-01-01T17:39:01.242Z"
"2024-12-30T21:32:31.022Z","Oleku (feat. Brymo)","Ice Prince|Brymo","Everybody Loves Ice Prince","https://open.spotify.com/track/35YJyASvtvRfLJi6lKLZkP","2025-01-01T17:39:01.242Z"
"2024-12-30T21:50:49.919Z","WOTOWOTO SEASONING (feat. Black Sherif)","ODUMODUBLVCK|Black Sherif","EZIOKWU (UNCUT)","https://open.spotify.com/track/2LP8KwtvzUx1onvXKQCoKR","2025-01-01T17:39:01.242Z"
"2024-12-31T02:22:40.682Z","Peace Be Unto You (PBUY)","Asake","Mr. Money With The Vibe","https://open.spotify.com/track/6ewsOjbC1jWAZcjAhVxDs0","2025-01-01T17:39:01.242Z"
"2024-12-31T02:26:20.749Z","Backseat Freestyle","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","https://open.spotify.com/track/1BR5vhAlaoUiijQ28p6jlN","2025-01-01T17:39:01.242Z"
"2024-12-31T02:33:05.611Z","Holy, Holy","Geordie Greep","Holy, Holy","https://open.spotify.com/track/4Nk10X45JIH1xrIWOCbA3I","2025-01-01T17:39:01.242Z"
"2024-12-31T10:15:41.456Z","Ric Flair Drip (with Metro Boomin)","Offset|Metro Boomin","Without Warning","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","2025-01-01T17:39:01.242Z"
"2024-12-31T10:19:45.505Z","Norf Norf","Vince Staples","Summertime '06","https://open.spotify.com/track/4uQ7wYsuL0DryknoDc11Hk","2025-01-01T17:39:01.242Z"
"2024-12-31T10:23:04.133Z","Big Fish","Vince Staples","Big Fish Theory","https://open.spotify.com/track/6eL1ncVDtQHgSm3E288TS7","2025-01-01T17:39:01.242Z"
"2024-12-31T10:49:11.350Z","Digital Dope","NugLife|The Underachievers","NUGLIFE 2020","https://open.spotify.com/track/0lMdefFBuqbZ9NJzZesqVD","2025-01-01T17:39:01.242Z"
"2024-12-31T13:58:35.273Z","Digital Dope","NugLife|The Underachievers","NUGLIFE 2020","https://open.spotify.com/track/0lMdefFBuqbZ9NJzZesqVD","2025-01-01T17:39:01.242Z"
"2024-12-31T14:02:20.097Z","Amina","Mavins|Ayra Starr|Rema|Bayanni|Crayon|DJ Big N","Chapter X","https://open.spotify.com/track/6n30D6vK0xN4XjA8u64F5E","2025-01-01T17:39:01.242Z"
"2024-12-31T14:05:50.456Z","Oroma Baby","Rema","Rave & Roses","https://open.spotify.com/track/1OykFlCEgKBK7fJFHzfSrf","2025-01-01T17:39:01.242Z"
"2024-12-31T14:07:28.597Z","The Mantra - Heat in the Street Freestyle","Knucks","The Mantra (Heat in the Street Freestyle)","https://open.spotify.com/track/58E4qtpkOmMqbJxHM1dm6I","2025-01-01T17:39:01.242Z"
"2024-12-31T14:14:19.818Z","Caro","Wizkid|L.A.X","Ayo","https://open.spotify.com/track/7vECrNzGTrvUSAl2pT9Oft","2025-01-01T17:39:01.242Z"
"2024-12-31T14:21:39.468Z","NICE","The Carters","EVERYTHING IS LOVE","https://open.spotify.com/track/0ZceYubS95hN72WYE6dyPH","2025-01-01T17:39:01.242Z"
"2024-12-31T17:52:48.245Z","Cops Shot The Kid","Nas|Kanye West","NASIR","https://open.spotify.com/track/1vi9adPJiD4d22ybGp25hy","2025-01-01T17:39:01.242Z"
"2024-12-31T17:59:40.255Z","Cherchez LaGhost (feat. U-God)","Ghostface Killah|U-God","Supreme Clientele","https://open.spotify.com/track/5OsVXAWDMK7v37MwKEDjcD","2025-01-01T17:39:01.242Z"
"2024-12-31T18:05:43.535Z","Platinum Plus (feat. Big Daddy Kane)","Big L|Big Daddy Kane","The Big Picture","https://open.spotify.com/track/2qbe60QAa0sTBpkjR6jtrh","2025-01-01T17:39:01.242Z"
"2024-12-31T18:15:51.631Z","Shadowboxin'","GZA|Method Man","Liquid Swords","https://open.spotify.com/track/7bp5DfkdK1OAvNJ1U4HfDA","2025-01-01T17:39:01.242Z"
"2024-12-31T18:19:58.735Z","Morrow","070 Shake","Modus Vivendi","https://open.spotify.com/track/3sIoWQZbJqUKj5iELz8eTA","2025-01-01T17:39:01.242Z"
"2024-12-31T18:23:31.331Z","Verbal Intercourse (feat. Ghostface Killah & Nas)","Raekwon|Ghostface Killah|Nas","Only Built 4 Cuban Linx...","https://open.spotify.com/track/1kHPOtD1fo3kWOgcs0oisd","2025-01-01T17:39:01.242Z"
"2024-12-31T18:27:33.237Z","Little Brother","Black Star","The Hurricane (Music From And Inspired By The Motion Picture)","https://open.spotify.com/track/5WHsa2d0VhV4Dog4vhIYUH","2025-01-01T17:39:01.242Z"
"2024-12-31T18:31:30.698Z","Nas Is Like","Nas","I Am...","https://open.spotify.com/track/3gY6tiCNsuVi6s8kPV6aQg","2025-01-01T17:39:01.242Z"
"2024-12-31T18:37:14.519Z","Buck 50 (feat. Cappadonna, Method Man & Redman)","Ghostface Killah|Cappadonna|Method Man|Redman","Supreme Clientele","https://open.spotify.com/track/36Q4rLcgYYbJ4y2LnuIPGj","2025-01-01T17:39:01.242Z"
"2024-12-31T18:40:55.464Z","Warning - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","https://open.spotify.com/track/33rsCCLHklTQav9klbpnAi","2025-01-01T17:39:01.242Z"
"2024-12-31T19:26:42.582Z","Just Might Be","Young Thug","Barter 6","https://open.spotify.com/track/1aUO38r5tnMbnd6PGMfWxs","2025-01-01T17:39:01.242Z"
"2024-12-31T19:30:11.992Z","Daddy's Birthday","Young Thug","Beautiful Thugger Girls","https://open.spotify.com/track/347hgqCHnL4GfgVX5hZfNv","2025-01-01T17:39:01.242Z"
"2024-12-31T19:32:49.191Z","Survivor’s Remorse","Roddy Ricch","Survivor’s Remorse","https://open.spotify.com/track/4Xg53MegsZ6MRIbZ2kE6Eh","2025-01-01T17:39:01.242Z"
"2024-12-31T19:36:27.720Z","Choppa Won't Miss (feat. Young Thug)","Playboi Carti|Young Thug","Die Lit","https://open.spotify.com/track/5O9zs6G6RcB6yP1OKwnwiM","2025-01-01T17:39:01.242Z"
"2024-12-31T19:40:31.920Z","Compensating (feat. Young Thug)","Aminé|Young Thug","Limbo","https://open.spotify.com/track/61KoN6PlBhQD7sivCcf0hA","2025-01-01T17:39:01.242Z"
"2024-12-31T19:45:42.630Z","Focused (feat. Young Thug)","Quavo|Young Thug","Rocket Power","https://open.spotify.com/track/3fX6IqwpcIYjyJwQFdJF8c","2025-01-01T17:39:01.242Z"
"2024-12-31T19:48:49.443Z","Drippin'","Young Thug","Slime Season 3","https://open.spotify.com/track/0f85bMoarvHbdIcfhDjSjN","2025-01-01T17:39:01.242Z"
"2024-12-31T19:53:20.152Z","Ice Melts","Drake|Young Thug","More Life","https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl","2025-01-01T17:39:01.242Z"
"2024-12-31T21:10:21.198Z","Casper","Takeoff","The Last Rocket","https://open.spotify.com/track/1B4gJRq61xTs6r1O0Uq2iY","2025-01-01T17:39:01.242Z"
"2024-12-31T21:14:17.529Z","Webbie (feat. Duke)","Young Thug|Duke","JEFFERY","https://open.spotify.com/track/6pRkwu4Pt9d7Ki6g4ppOYj","2025-01-01T17:39:01.242Z"
"2024-12-31T21:18:22.966Z","RUN - Single Version","Killer Mike|Young Thug","Michael (Rap Album of the Year)","https://open.spotify.com/track/5to19YpJbTWqSd8MMnK8us","2025-01-01T17:39:01.242Z"
"2025-01-01T00:15:34.360Z","Swing My Way","Offset","Swing My Way","https://open.spotify.com/track/4wFiEt5XdXVcUAxcMRZnCR","2025-01-01T17:39:01.242Z"
"2025-01-01T15:19:53.687Z","P.Y.T. (Pretty Young Thing)","Michael Jackson","Thriller","https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k","2025-01-01T17:39:01.242Z"
"2025-01-01T15:23:41.287Z","Iskaba","Wande Coal|DJ Tunez","Iskaba","https://open.spotify.com/track/1GuLgNKd4lrI1vugkxMCAX","2025-01-01T17:39:01.242Z"
"2025-01-01T15:30:42.548Z","hooligan","Baby Keem","hooligan / sons & critics","https://open.spotify.com/track/02iYJG3KLBJODa5JkQ4O6y","2025-01-01T17:39:01.242Z"
"2025-01-01T15:33:42.248Z","Can't Go For That (feat. Lil Duval)","2 Chainz|Ty Dolla $ign|Lil Duval","So Help Me God!","https://open.spotify.com/track/1W1pokpC4XLVjVMXUCWi5l","2025-01-01T17:39:01.242Z"
"2025-01-01T15:36:02.440Z","Me & U","Cassie","Cassie (U.S. Version)","https://open.spotify.com/track/7k6IzwMGpxnRghE7YosnXT","2025-01-01T17:39:01.242Z"
"2025-01-01T15:37:31.842Z","Me & U","Cassie","Cassie (U.S. Version)","https://open.spotify.com/track/7k6IzwMGpxnRghE7YosnXT","2025-01-01T17:39:01.242Z"
"2025-01-01T15:38:38.382Z","Quite Buttery","Count Bass D|MF DOOM","Dwight Spitz","https://open.spotify.com/track/6um8falqCT0st7YLJlgaWs","2025-01-01T17:39:01.242Z"
"2025-01-01T16:37:38.502Z","Down And Out","Cam'ron|Kanye West|Syleena Johnson","Purple Haze","https://open.spotify.com/track/5mEwhCsqadBZIE7SSrv1gC","2025-01-01T17:39:01.242Z"
"2025-01-01T16:51:25.031Z","Got To Give It Up (feat. Slick Rick)","Aaliyah|Slick Rick","One In A Million","https://open.spotify.com/track/7gWFYxhiAzKDby7LiTK3sN","2025-01-01T17:39:01.242Z"
"2025-01-02T00:41:05.959Z","4 Page Letter","Aaliyah","One In A Million","https://open.spotify.com/track/2nuW4fpEoa9PPSgIQk3J3B","2025-01-05T00:44:00.529Z"
"2025-01-02T00:46:03.398Z","Kiss of Life","Sade","The Best of Sade","https://open.spotify.com/track/65krtHkaYLPr0mEbjL61UP","2025-01-05T00:44:00.529Z"
"2025-01-02T00:50:02.628Z","Didn't Cha Know","Erykah Badu","Mama's Gun","https://open.spotify.com/track/1bSWuHCXabkhubUywqCe47","2025-01-05T00:44:00.529Z"
"2025-01-02T00:51:18.158Z","PULL UP","ABRA","PRINCESS","https://open.spotify.com/track/4qe56i2s8HZLKIcXn6ofdS","2025-01-05T00:44:00.529Z"
"2025-01-02T12:01:05.908Z","Didn't Cha Know","Erykah Badu","Mama's Gun","https://open.spotify.com/track/1bSWuHCXabkhubUywqCe47","2025-01-05T00:44:00.529Z"
"2025-01-02T12:03:46.105Z","Reckless & Sweet","Amaarae","Fountain Baby","https://open.spotify.com/track/6gQrm0rwg6hok8IxzysD8m","2025-01-05T00:44:00.529Z"
"2025-01-02T12:10:08.734Z","Killing Me Softly With His Song","Fugees|Ms. Lauryn Hill","The Score (Expanded Edition)","https://open.spotify.com/track/0Q0IVlqMV64kNLlwjPj0Hl","2025-01-05T00:44:00.529Z"
"2025-01-02T12:12:49.526Z","I'd Rather Go Blind","Etta James","Tell Mama","https://open.spotify.com/track/1kPBT8S2wJFNAyBMnGVZgL","2025-01-05T00:44:00.529Z"
"2025-01-02T12:15:25.105Z","I Put A Spell On You","Nina Simone","I Put A Spell On You","https://open.spotify.com/track/0sjxRg1VlYfx4YG7uxurrq","2025-01-05T00:44:00.529Z"
"2025-01-02T12:20:31.156Z","Zealots","Fugees|Ms. Lauryn Hill|Wyclef Jean|Pras","The Score (Expanded Edition)","https://open.spotify.com/track/52PgJoRz30sRQGOGqXYKdX","2025-01-05T00:44:00.529Z"
"2025-01-02T12:23:58.222Z","Hate It Or Love It","The Game|50 Cent","The Documentary","https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R","2025-01-05T00:44:00.529Z"
"2025-01-02T12:29:07.310Z","Glory Box","Portishead","Dummy","https://open.spotify.com/track/3Ty7OTBNSigGEpeW2PqcsC","2025-01-05T00:44:00.529Z"
"2025-01-02T12:36:42.199Z","Sour Times","Portishead","Dummy","https://open.spotify.com/track/6vTtCOimcPs5H1Jr9d0Aep","2025-01-05T00:44:00.529Z"
"2025-01-02T16:26:38.528Z","Cherchez LaGhost (feat. U-God)","Ghostface Killah|U-God","Supreme Clientele","https://open.spotify.com/track/5OsVXAWDMK7v37MwKEDjcD","2025-01-05T00:44:00.529Z"
"2025-01-02T16:31:37.020Z","Doomsday","MF DOOM|Pebbles The Invisible Girl","Operation: Doomsday (Complete)","https://open.spotify.com/track/7EQvdUJqZ2i7SWvSB2VqGA","2025-01-05T00:44:00.529Z"
"2025-01-02T16:35:14.220Z","Jealous (feat. Fire Boy)","YBNL MaFia Family|Fireboy","YBNL MaFia Family","https://open.spotify.com/track/7Ewd1NIKEKM1VokE0QeraM","2025-01-05T00:44:00.529Z"
"2025-01-02T16:38:36.918Z","Millennium","Outkast","ATLiens","https://open.spotify.com/track/50Fp9rUhDZvGJ4UUz4mTwp","2025-01-05T00:44:00.529Z"
"2025-01-02T18:20:08.334Z","Hide & Seek","Knucks","ALPHA PLACE","https://open.spotify.com/track/4hNbd0kkidQqWqExKQKSqn","2025-01-05T00:44:00.529Z"
"2025-01-02T18:24:03.259Z","Hide & Seek","Knucks","ALPHA PLACE","https://open.spotify.com/track/4hNbd0kkidQqWqExKQKSqn","2025-01-05T00:44:00.529Z"
"2025-01-02T18:28:52.544Z","Lebanese Blonde","Thievery Corporation","Mirror Conspiracy","https://open.spotify.com/track/6k5VMHrwv7mgPpkQSRQtQr","2025-01-05T00:44:00.529Z"
"2025-01-02T18:32:29.342Z","Nosetalgia","Pusha T|Kendrick Lamar","My Name Is My Name","https://open.spotify.com/track/7aK5rlTVxSgcqShPMI1TTH","2025-01-05T00:44:00.529Z"
